AIRLINE,FROM_JFK,TO JFK,SCHEDULED_DEPARTURE_TIME,FEDERAL_HOLIDAY,STATE_HOLIDAY,WEEKEND,LONG_WEEKEND,WIND_DIRECTION,WIND SPEED ,ALTIMETER,0.0slp,t0.0pc,VISIBILITY,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,SCHEDULED_TIME,ELAPSED_TIME,DEPARTURE_DELAY,ARRIVAL_DELAY,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,CANCELLED
AA,JFK,MIA,0.35,,,,,30,12,30.46,1031.4,-6.1,10,0.35,0.49,0.49,200,202,-5,-3,0,0,0,0,0,0
B6,JFK,AUS,0.35,,,,,30,12,30.46,1031.4,-6.1,10,0.35,0.50,0.49,267,262,-9,-14,0,0,0,0,0,0
AA,JFK,SJU,0.35,,,,,30,12,30.46,1031.4,-6.1,10,0.36,0.56,0.58,240,255,4,19,19,0,0,0,0,0
DL,SFO,JFK,0.35,,,,,30,12,30.46,1031.4,-6.1,10,0.35,0.70,0.71,325,331,-5,1,0,0,0,0,0,0
B6,JFK,TPA,0.36,,,,,30,12,30.46,1031.4,-6.1,10,0.00,0.49,0.00,187,0,0,0,0,0,0,0,0,1
DL,DTW,JFK,0.36,,,,,30,12,30.46,1031.4,-6.1,10,0.35,0.44,0.43,122,115,-4,-11,0,0,0,0,0,0
DL,SLC,JFK,0.36,,,,,30,12,30.46,1031.4,-6.1,10,0.36,0.63,0.63,273,271,-4,-6,0,0,0,0,0,0
B6,JFK,FLL,0.36,,,,,30,12,30.46,1031.4,-6.1,10,0.36,0.50,0.49,196,189,-4,-11,0,0,0,0,0,0
DL,JFK,STT,0.36,,,,,30,12,30.46,1031.4,-6.1,10,0.36,0.57,0.57,244,251,-6,1,0,0,0,0,0,0
MQ,CMH,JFK,0.36,,,,,30,12,30.46,1031.4,-6.1,10,0.60,0.43,0.70,106,148,338,380,42,0,338,0,0,0
B6,IAD,JFK,0.36,,,,,30,12,30.46,1031.4,-6.1,10,0.36,0.41,0.42,72,88,-6,10,0,0,0,0,0,0
AA,SFO,JFK,0.36,,,,,30,12,30.46,1031.4,-6.1,10,0.36,0.72,0.71,331,328,-9,-12,0,0,0,0,0,0
B6,RDU,JFK,0.37,,,,,30,12,30.46,1031.4,-6.1,10,0.36,0.43,0.44,87,112,-7,18,18,0,0,0,0,0
MQ,JFK,DCA,0.37,,,,,30,12,30.46,1031.4,-6.1,10,0.37,0.42,0.41,81,61,-1,-21,0,0,0,0,0,0
UA,SFO,JFK,0.37,,,,,30,12,30.46,1031.4,-6.1,10,0.37,0.73,0.73,337,340,-2,1,0,0,0,0,0,0
AA,EGE,JFK,0.37,,,,,30,12,30.46,1031.4,-6.1,10,0.36,0.63,0.63,252,268,-7,9,0,0,0,0,0,0
DL,BOS,JFK,0.37,,,,,30,11,30.47,1031.6,-4.4,10,0.37,0.43,0.43,81,83,-2,0,0,0,0,0,0,0
AA,JFK,LAX,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.37,0.52,0.48,395,330,-4,-69,0,0,0,0,0,0
AA,LAX,JFK,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.37,0.73,0.72,329,328,-6,-7,0,0,0,0,0,0
B6,JFK,PBI,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.50,0.51,186,191,5,10,0,0,0,0,0,0
DL,JFK,SEA,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.52,0.50,392,359,0,-33,0,0,0,0,0,0
DL,JFK,LAX,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.52,0.50,395,353,0,-42,0,0,0,0,0,0
B6,JFK,PWM,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.39,0.43,0.44,74,72,15,13,0,0,0,0,0,0
B6,JFK,ROC,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.40,0.44,0.46,84,77,38,31,0,0,31,0,0,0
B6,JFK,MCO,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.50,0.51,180,189,-5,4,0,0,0,0,0,0
DL,LAX,JFK,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.74,0.73,330,326,-5,-9,0,0,0,0,0,0
DL,JFK,SJU,0.38,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.59,0.60,241,247,0,6,0,0,0,0,0,0
VX,FLL,JFK,0.39,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.50,0.49,160,155,-7,-12,0,0,0,0,0,0
DL,JFK,FLL,0.39,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.53,0.51,205,193,-7,-19,0,0,0,0,0,0
B6,JFK,SAN,0.39,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.52,0.48,374,324,-6,-56,0,0,0,0,0,0
B6,JFK,BTV,0.39,,,,,30,11,30.47,1031.6,-4.4,10,0.38,0.44,0.43,76,62,-5,-19,0,0,0,0,0,0
US,CLT,JFK,0.39,,,,,30,11,30.47,1031.6,-4.4,10,0.39,0.46,0.46,101,99,2,0,0,0,0,0,0,0
VX,SFO,JFK,0.39,,,,,30,11,30.47,1031.6,-4.4,10,0.39,0.75,0.74,335,334,-2,-3,0,0,0,0,0,0
VX,JFK,LAX,0.39,,,,,30,11,30.47,1031.6,-4.4,10,0.39,0.53,0.51,390,353,0,-37,0,0,0,0,0,0
UA,JFK,SFO,0.40,,,,,30,11,30.47,1031.6,-4.4,10,0.39,0.54,0.52,391,361,-8,-38,0,0,0,0,0,0
DL,JFK,SLC,0.40,,,,,30,11,30.47,1031.6,-4.4,10,0.41,0.55,0.52,335,286,16,-33,0,0,0,0,0,0
B6,PBI,JFK,0.40,,,,,30,11,30.47,1031.6,-4.4,10,0.40,0.50,0.49,152,143,-4,-13,0,0,0,0,0,0
HA,JFK,HNL,0.40,,,,,30,11,30.47,1031.6,-4.4,10,0.40,0.66,0.66,675,679,-1,3,0,0,0,0,0,0
B6,MCO,JFK,0.40,,,,,30,11,30.47,1031.6,-4.4,10,0.43,0.50,0.54,142,156,46,60,14,0,7,39,0,0
AA,BOS,JFK,0.40,,,,,30,11,30.47,1031.6,-4.4,10,0.41,0.45,0.47,75,83,16,24,8,0,0,16,0,0
B6,JFK,LAX,0.40,,,,,30,11,30.47,1031.6,-4.4,10,0.40,0.54,0.51,379,335,-2,-46,0,0,0,0,0,0
B6,JFK,SYR,0.41,,,,,30,11,30.47,1031.6,-4.4,10,0.40,0.45,0.45,71,65,-4,-10,0,0,0,0,0,0
VX,JFK,LAS,0.41,,,,,30,11,30.47,1031.6,-4.4,10,0.40,0.53,0.50,360,316,-6,-50,0,0,0,0,0,0
B6,JFK,SFO,0.41,,,,,30,11,30.47,1031.6,-4.4,10,0.40,0.56,0.54,397,371,-3,-29,0,0,0,0,0,0
B6,FLL,JFK,0.41,,,,,30,11,30.43,1030.3,-2.2,10,0.41,0.53,0.52,162,157,-4,-9,0,0,0,0,0,0
B6,ORD,JFK,0.41,,,,,30,11,30.43,1030.3,-2.2,10,0.41,0.54,0.54,123,130,-8,-1,0,0,0,0,0,0
B6,JFK,LAS,0.41,,,,,30,11,30.43,1030.3,-2.2,10,0.41,0.53,0.51,351,329,-6,-28,0,0,0,0,0,0
US,PHX,JFK,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.41,0.70,0.70,296,297,-3,-2,0,0,0,0,0,0
US,JFK,PHX,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.42,0.57,0.54,337,299,6,-32,0,0,0,0,0,0
AA,AUS,JFK,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.42,0.61,0.60,212,211,-2,-3,0,0,0,0,0,0
AA,JFK,LAX,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.41,0.56,0.53,390,343,-6,-53,0,0,0,0,0,0
AA,MIA,JFK,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.54,0.55,179,163,36,20,0,0,7,13,0,0
B6,JFK,FLL,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.42,0.55,0.54,187,170,8,-9,0,0,0,0,0,0
B6,MSY,JFK,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.41,0.57,0.56,164,153,-7,-18,0,0,0,0,0,0
DL,JFK,SFO,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.43,0.57,0.56,396,369,19,-8,0,0,0,0,0,0
B6,JFK,SJU,0.42,,,,,30,11,30.43,1030.3,-2.2,10,0.43,0.62,0.63,227,228,20,21,1,0,20,0,0,0
US,JFK,CLT,0.43,,,,,30,11,30.43,1030.3,-2.2,10,0.42,0.51,0.51,124,119,-5,-10,0,0,0,0,0,0
DL,JFK,LAS,0.43,,,,,30,11,30.43,1030.3,-2.2,10,0.43,0.55,0.52,354,323,-3,-34,0,0,0,0,0,0
AA,LAS,JFK,0.43,,,,,30,11,30.43,1030.3,-2.2,10,0.43,0.76,0.75,298,287,-4,-15,0,0,0,0,0,0
MQ,RDU,JFK,0.43,,,,,30,11,30.43,1030.3,-2.2,10,0.46,0.49,0.52,87,91,36,40,4,0,10,26,0,0
B6,RSW,JFK,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.43,0.54,0.54,153,152,-5,-6,0,0,0,0,0,0
B6,CHS,JFK,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.43,0.51,0.50,101,96,-7,-12,0,0,0,0,0,0
VX,JFK,SFO,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.59,0.56,400,364,-3,-39,0,0,0,0,0,0
AA,DFW,JFK,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.62,0.62,203,202,0,-1,0,0,0,0,0,0
AA,LAX,JFK,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.43,0.79,0.78,330,324,-11,-17,0,0,0,0,0,0
AA,JFK,SFO,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.49,0.59,0.62,397,372,74,49,0,0,49,0,0,0
B6,JFK,BOS,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.48,0.48,63,59,4,0,0,0,0,0,0,0
DL,JFK,BOS,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.49,0.48,70,63,-2,-9,0,0,0,0,0,0
UA,LAX,JFK,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.49,0.79,0.84,321,326,67,72,5,0,67,0,0,0
VX,LAX,JFK,0.44,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.80,0.79,325,323,-2,-4,0,0,0,0,0,0
B6,BOS,JFK,0.45,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.50,0.50,71,81,-2,8,0,0,0,0,0,0
B6,CLT,JFK,0.45,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.52,0.51,103,93,-7,-17,0,0,0,0,0,0
MQ,DCA,JFK,0.45,,,,,30,11,30.43,1030.3,-2.2,10,0.44,0.50,0.49,71,64,-8,-15,0,0,0,0,0,0
UA,SFO,JFK,0.45,,,,,30,11,30.43,1030.3,-2.2,10,0.45,0.81,0.80,337,332,-3,-8,0,0,0,0,0,0
DL,JFK,FLL,0.45,,,,,30,11,30.43,1030.3,-2.2,10,0.45,0.59,0.57,193,167,-1,-27,0,0,0,0,0,0
B6,JFK,BUF,0.45,,,,,20,13,30.41,1029.6,-1.1,10,0.47,0.51,0.52,82,71,22,11,0,0,0,0,0,0
AA,JFK,MIA,0.45,,,,,20,13,30.41,1029.6,-1.1,10,0.45,0.59,0.58,194,180,-4,-18,0,0,0,0,0,0
B6,PWM,JFK,0.45,,,,,20,13,30.41,1029.6,-1.1,10,0.46,0.51,0.51,74,74,1,1,0,0,0,0,0,0
DL,DEN,JFK,0.45,,,,,20,13,30.41,1029.6,-1.1,10,0.45,0.69,0.68,219,218,-7,-8,0,0,0,0,0,0
DL,JFK,TPA,0.46,,,,,20,13,30.41,1029.6,-1.1,10,0.46,0.59,0.59,188,190,-3,-1,0,0,0,0,0,0
AA,JFK,LAX,0.46,,,,,20,13,30.41,1029.6,-1.1,10,0.46,0.60,0.57,389,345,-1,-45,0,0,0,0,0,0
B6,LAX,JFK,0.46,,,,,20,13,30.41,1029.6,-1.1,10,0.45,0.80,0.80,318,320,-12,-10,0,0,0,0,0,0
AA,MCO,JFK,0.46,,,,,20,13,30.41,1029.6,-1.1,10,0.45,0.56,0.57,144,161,-5,12,0,0,0,0,0,0
B6,SAV,JFK,0.46,,,,,20,13,30.41,1029.6,-1.1,10,0.46,0.54,0.54,118,118,0,0,0,0,0,0,0,0
B6,SRQ,JFK,0.46,,,,,20,13,30.41,1029.6,-1.1,10,0.46,0.57,0.56,156,145,0,-11,0,0,0,0,0,0
DL,JFK,MCO,0.47,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.59,0.59,180,161,15,-4,0,0,0,0,0,0
B6,BTV,JFK,0.47,,,,,20,13,30.41,1029.6,-1.1,10,0.46,0.52,0.51,79,71,-9,-17,0,0,0,0,0,0
MQ,JFK,DCA,0.47,,,,,20,13,30.41,1029.6,-1.1,10,0.46,0.52,0.53,76,97,-4,17,17,0,0,0,0,0
B6,ROC,JFK,0.47,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.52,0.54,77,75,23,21,0,0,0,21,0,0
B6,HOU,JFK,0.47,,,,,20,13,30.41,1029.6,-1.1,10,0.46,0.65,0.64,195,187,-6,-14,0,0,0,0,0,0
DL,SEA,JFK,0.47,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.81,0.84,305,333,17,45,28,0,5,12,0,0
B6,TPA,JFK,0.47,,,,,20,13,30.41,1029.6,-1.1,10,0.47,0.58,0.57,153,144,-3,-12,0,0,0,0,0,0
B6,JAX,JFK,0.47,,,,,20,13,30.41,1029.6,-1.1,10,0.47,0.56,0.55,129,118,-7,-18,0,0,0,0,0,0
DL,SLC,JFK,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.47,0.74,0.74,267,263,-2,-6,0,0,0,0,0,0
B6,JFK,LAX,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.49,0.61,0.60,374,345,19,-10,0,0,0,0,0,0
DL,JFK,RSW,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.47,0.62,0.59,205,178,-8,-35,0,0,0,0,0,0
DL,JFK,MSP,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.57,0.55,195,165,-2,-32,0,0,0,0,0,0
UA,JFK,LAX,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.62,0.59,377,350,-3,-30,0,0,0,0,0,0
AA,LAX,JFK,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.83,0.84,329,337,2,10,0,0,0,0,0,0
B6,SYR,JFK,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.47,0.53,0.52,70,64,-10,-16,0,0,0,0,0,0
VX,JFK,LAS,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.61,0.58,360,329,-10,-41,0,0,0,0,0,0
B6,FLL,JFK,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.50,0.60,0.61,174,157,24,7,0,0,0,0,0,0
DL,JFK,LAX,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.49,0.63,0.61,390,351,10,-29,0,0,0,0,0,0
DL,JFK,MIA,0.48,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.62,0.61,197,182,-3,-18,0,0,0,0,0,0
B6,MCO,JFK,0.49,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.59,0.58,150,142,-6,-14,0,0,0,0,0,0
B6,SJU,JFK,0.49,,,,,20,13,30.41,1029.6,-1.1,10,0.50,0.61,0.61,240,224,15,-1,0,0,0,0,0,0
DL,LAX,JFK,0.49,,,,,20,13,30.41,1029.6,-1.1,10,0.48,0.83,0.83,320,322,-9,-7,0,0,0,0,0,0
DL,SFO,JFK,0.49,,,,,20,13,30.41,1029.6,-1.1,10,0.49,0.84,0.84,329,324,0,-5,0,0,0,0,0,0
DL,LAS,JFK,0.49,,,,,20,13,30.41,1029.6,-1.1,10,0.49,0.82,0.82,289,292,-4,-1,0,0,0,0,0,0
AA,SJU,JFK,0.49,,,,,20,12,30.36,1028.1,-0.6,10,0.49,0.62,0.61,244,234,-7,-17,0,0,0,0,0,0
B6,JFK,RSW,0.50,,,,,20,12,30.36,1028.1,-0.6,10,0.50,0.63,0.63,193,194,-2,-1,0,0,0,0,0,0
US,JFK,CLT,0.50,,,,,20,12,30.36,1028.1,-0.6,10,0.50,0.58,0.59,121,129,-2,6,0,0,0,0,0,0
UA,JFK,SFO,0.50,,,,,20,12,30.36,1028.1,-0.6,10,0.53,0.65,0.65,400,354,39,-7,0,0,0,0,0,0
B6,SFO,JFK,0.50,,,,,20,12,30.36,1028.1,-0.6,10,0.51,0.85,0.86,330,324,19,13,0,0,0,0,0,0
DL,JFK,SJU,0.50,,,,,20,12,30.36,1028.1,-0.6,10,0.50,0.70,0.71,227,238,-1,10,0,0,0,0,0,0
DL,TPA,JFK,0.50,,,,,20,12,30.36,1028.1,-0.6,10,0.50,0.61,0.60,157,151,-5,-11,0,0,0,0,0,0
DL,PBI,JFK,0.50,,,,,20,12,30.36,1028.1,-0.6,10,0.50,0.61,0.62,160,168,-2,6,0,0,0,0,0,0
DL,MCO,JFK,0.51,,,,,20,12,30.36,1028.1,-0.6,10,0.50,0.61,0.60,151,151,-11,-11,0,0,0,0,0,0
B6,BOS,JFK,0.51,,,,,20,12,30.36,1028.1,-0.6,10,0.51,0.56,0.58,73,106,4,37,33,0,4,0,0,0
DL,MIA,JFK,0.51,,,,,20,12,30.36,1028.1,-0.6,10,0.51,0.63,0.63,179,170,-5,-14,0,0,0,0,0,0
DL,FLL,JFK,0.51,,,,,20,12,30.36,1028.1,-0.6,10,0.50,0.64,0.62,180,172,-9,-17,0,0,0,0,0,0
B6,TPA,JFK,0.52,,,,,20,12,30.36,1028.1,-0.6,10,0.00,0.62,0.00,154,0,0,0,0,0,0,0,0,1
MQ,BNA,JFK,0.52,,,,,20,12,30.36,1028.1,-0.6,10,0.55,0.66,0.69,144,133,53,42,0,0,8,34,0,0
B6,JFK,BOS,0.52,,,,,20,12,30.36,1028.1,-0.6,10,0.52,0.57,0.55,65,49,0,-16,0,0,0,0,0,0
AA,JFK,LAX,0.52,,,,,20,12,30.36,1028.1,-0.6,10,0.52,0.66,0.63,385,332,1,-52,0,0,0,0,0,0
AA,LAX,JFK,0.52,,,,,20,12,30.36,1028.1,-0.6,10,0.52,0.88,0.87,336,325,-5,-16,0,0,0,0,0,0
DL,BOS,JFK,0.52,,,,,20,12,30.36,1028.1,-0.6,10,0.52,0.57,0.57,73,83,-6,4,0,0,0,0,0,0
AA,JFK,BOS,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.52,0.57,0.57,63,62,-7,-8,0,0,0,0,0,0
B6,AUS,JFK,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.52,0.72,0.69,211,191,-16,-36,0,0,0,0,0,0
MQ,JFK,RDU,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.55,0.60,0.63,101,114,26,39,13,0,4,22,0,0
MQ,CMH,JFK,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.53,0.60,0.60,107,107,0,0,0,0,0,0,0,0
B6,LAX,JFK,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.53,0.88,0.88,317,324,-5,2,0,0,0,0,0,0
MQ,IND,JFK,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.54,0.62,0.63,124,131,8,15,7,0,0,8,0,0
B6,PBI,JFK,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.54,0.65,0.65,162,154,12,4,0,0,0,0,0,0
AA,SFO,JFK,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.53,0.89,0.89,328,326,-1,-3,0,0,0,0,0,0
MQ,CVG,JFK,0.53,,,,,20,12,30.36,1028.1,-0.6,10,0.55,0.62,0.64,121,125,20,24,4,0,3,17,0,0
B6,JFK,SYR,0.54,,,,,20,11,30.32,1026.7,0,10,0.55,0.59,0.60,71,67,23,19,19,0,0,0,0,0
B6,BUF,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.54,0.60,0.60,85,79,7,1,0,0,0,0,0,0
B6,JFK,MCO,0.54,,,,,20,11,30.32,1026.7,0,10,0.54,0.66,0.65,176,165,0,-11,0,0,0,0,0,0
MQ,CLE,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.54,0.60,0.62,97,104,11,18,7,0,0,11,0,0
DL,SJU,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.53,0.67,0.65,243,220,-5,-28,0,0,0,0,0,0
MQ,DCA,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.55,0.59,0.60,79,67,18,6,0,0,0,0,0,0
DL,ATL,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.54,0.63,0.63,133,130,3,0,0,0,0,0,0,0
VX,JFK,LAX,0.54,,,,,20,11,30.32,1026.7,0,10,0.55,0.68,0.67,384,354,7,-23,0,0,0,0,0,0
AA,ORD,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.54,0.68,0.67,133,128,-4,-9,0,0,0,0,0,0
DL,AUS,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.54,0.73,0.72,206,198,0,-8,0,0,0,0,0,0
DL,LAS,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.53,0.87,0.86,289,289,-11,-11,0,0,0,0,0,0
UA,LAX,JFK,0.54,,,,,20,11,30.32,1026.7,0,10,0.54,0.89,0.89,324,319,-7,-12,0,0,0,0,0,0
MQ,JFK,DCA,0.55,,,,,20,11,30.32,1026.7,0,10,0.54,0.60,0.60,78,76,-2,-4,0,0,0,0,0,0
AA,MIA,JFK,0.55,,,,,20,11,30.32,1026.7,0,10,0.54,0.67,0.65,174,161,-4,-17,0,0,0,0,0,0
B6,JFK,BUF,0.55,,,,,20,11,30.32,1026.7,0,10,0.54,0.60,0.60,85,83,-8,-10,0,0,0,0,0,0
B6,JFK,PBI,0.55,,,,,20,11,30.32,1026.7,0,10,0.57,0.68,0.69,181,164,31,14,0,0,0,0,0,0
B6,SJU,JFK,0.55,,,,,20,11,30.32,1026.7,0,10,0.57,0.68,0.68,243,217,26,0,0,0,0,0,0,0
DL,FLL,JFK,0.56,,,,,20,11,30.32,1026.7,0,10,0.55,0.68,0.66,176,154,-6,-28,0,0,0,0,0,0
B6,JFK,FLL,0.56,,,,,20,11,30.32,1026.7,0,10,0.57,0.69,0.69,186,169,17,0,0,0,0,0,0,0
DL,PHX,JFK,0.56,,,,,20,11,30.32,1026.7,0,10,0.55,0.83,0.82,276,276,-12,-12,0,0,0,0,0,0
B6,SAN,JFK,0.56,,,,,20,11,30.32,1026.7,0,10,0.56,0.90,0.90,306,310,-1,3,0,0,0,0,0,0
MQ,ORF,JFK,0.56,,,,,20,11,30.32,1026.7,0,10,0.56,0.62,0.63,87,104,-2,15,15,0,0,0,0,0
US,CLT,JFK,0.56,,,,,20,11,30.32,1026.7,0,10,0.56,0.64,0.64,111,118,-1,6,0,0,0,0,0,0
US,JFK,PHX,0.56,,,,,20,11,30.32,1026.7,0,10,0.56,0.72,0.69,343,312,-6,-37,0,0,0,0,0,0
AA,LAX,JFK,0.56,,,,,20,11,30.32,1026.7,0,10,0.56,0.91,0.91,325,325,0,0,0,0,0,0,0,0
B6,JFK,PWM,0.56,,,,,20,11,30.32,1026.7,0,10,0.56,0.61,0.61,70,72,-7,-5,0,0,0,0,0,0
DL,LAX,JFK,0.56,,,,,20,11,30.32,1026.7,0,10,0.56,0.91,0.90,319,314,-8,-13,0,0,0,0,0,0
B6,LAS,JFK,0.57,,,,,20,11,30.32,1026.7,0,10,0.57,0.90,0.89,290,282,4,-4,0,0,0,0,0,0
VX,LAX,JFK,0.57,,,,,20,11,30.32,1026.7,0,10,0.57,0.92,0.92,315,322,0,7,0,0,0,0,0,0
US,PHX,JFK,0.58,,,,,20,11,30.32,1026.7,0,10,0.58,0.85,0.86,280,277,9,6,0,0,0,0,0,0
VX,SFO,JFK,0.58,,,,,20,11,30.3,1025.9,0.6,10,0.58,0.93,0.93,330,322,-1,-9,0,0,0,0,0,0
B6,JFK,LGB,0.58,,,,,20,11,30.3,1025.9,0.6,10,0.58,0.72,0.69,377,338,-1,-40,0,0,0,0,0,0
B6,MCO,JFK,0.58,,,,,20,11,30.3,1025.9,0.6,10,0.59,0.69,0.69,152,143,10,1,0,0,0,0,0,0
B6,JFK,BOS,0.58,,,,,20,11,30.3,1025.9,0.6,10,0.58,0.63,0.61,66,50,-4,-20,0,0,0,0,0,0
B6,JFK,CHS,0.58,,,,,20,11,30.3,1025.9,0.6,10,0.59,0.68,0.68,133,123,10,0,0,0,0,0,0,0
DL,DTW,JFK,0.58,,,,,20,11,30.3,1025.9,0.6,10,0.58,0.66,0.66,115,110,-2,-7,0,0,0,0,0,0
UA,JFK,SFO,0.58,,,,,20,11,30.3,1025.9,0.6,10,0.58,0.73,0.71,395,361,-2,-36,0,0,0,0,0,0
B6,LGB,JFK,0.59,,,,,20,11,30.3,1025.9,0.6,10,0.58,0.93,0.92,308,305,-7,-10,0,0,0,0,0,0
UA,SFO,JFK,0.59,,,,,20,11,30.3,1025.9,0.6,10,0.59,0.95,0.94,334,328,-2,-8,0,0,0,0,0,0
AA,JFK,MIA,0.59,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.73,0.73,197,173,16,-8,0,0,0,0,0,0
B6,RSW,JFK,0.59,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.71,0.71,166,157,8,-1,0,0,0,0,0,0
US,CLT,JFK,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.67,0.67,105,100,-2,-7,0,0,0,0,0,0
B6,LAX,JFK,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.59,0.94,0.93,310,309,-5,-6,0,0,0,0,0,0
B6,JFK,HOU,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.61,0.73,0.73,252,238,16,2,0,0,0,0,0,0
AA,LAX,JFK,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.95,0.94,323,315,-2,-10,0,0,0,0,0,0
B6,JFK,TPA,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.73,0.72,180,173,2,-5,0,0,0,0,0,0
B6,JFK,FLL,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.73,0.73,188,184,0,-4,0,0,0,0,0,0
B6,JFK,ROC,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.66,0.64,84,65,-9,-28,0,0,0,0,0,0
UA,JFK,LAX,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.75,0.73,385,369,-8,-24,0,0,0,0,0,0
DL,JFK,SFO,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.76,0.73,408,364,-3,-47,0,0,0,0,0,0
DL,SFO,JFK,0.60,,,,,20,11,30.3,1025.9,0.6,10,0.61,0.95,0.95,319,318,3,2,0,0,0,0,0,0
B6,SFO,JFK,0.61,,,,,20,11,30.3,1025.9,0.6,10,0.60,0.96,0.96,324,334,-7,3,0,0,0,0,0,0
AA,SJU,JFK,0.61,,,,,20,11,30.3,1025.9,0.6,10,0.61,0.75,0.74,260,239,6,-15,0,0,0,0,0,0
B6,BOS,JFK,0.61,,,,,20,11,30.3,1025.9,0.6,10,0.61,0.67,0.66,82,71,-4,-15,0,0,0,0,0,0
B6,JFK,SAV,0.61,,,,,20,11,30.3,1025.9,0.6,10,0.61,0.71,0.70,141,137,-2,-6,0,0,0,0,0,0
