AIRLINE,FROM_JFK,TO JFK,SCHEDULED_DEPARTURE_TIME,FEDERAL_HOLIDAY,STATE_HOLIDAY,WEEKEND,LONG_WEEKEND,WIND_DIRECTION,WIND SPEED ,ALTIMETER,0.0slp,t0.0pc,VISIBILITY,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,SCHEDULED_TIME,ELAPSED_TIME,DEPARTURE_DELAY,ARRIVAL_DELAY,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,CANCELLED
B6,SJU,JFK,0.08,1,,,,250,12,30.16,1021.4,-1.7,10,0.08,0.20,0.21,235,248,-2,11,0,0,0,0,0,0
B6,BUF,JFK,0.23,1,,,,270,12,30.16,1021.1,-1.7,10,0.23,0.29,0.28,88,78,-5,-15,0,0,0,0,0,0
B6,PWM,JFK,0.23,1,,,,270,12,30.16,1021.1,-1.7,10,0.23,0.29,0.27,85,67,-7,-25,0,0,0,0,0,0
B6,JFK,SJU,0.23,1,,,,270,12,30.16,1021.1,-1.7,10,0.26,0.43,0.44,225,201,43,19,0,0,19,0,0,0
AA,JFK,MIA,0.24,1,,,,270,12,30.16,1021.1,-1.7,10,0.28,0.37,0.42,185,199,55,69,14,0,55,0,0,0
B6,BOS,JFK,0.24,1,,,,270,12,30.16,1021.1,-1.7,10,0.24,0.29,0.28,77,66,-2,-13,0,0,0,0,0,0
B6,JFK,BQN,0.24,1,,,,270,12,30.16,1021.1,-1.7,10,0.24,0.43,0.42,221,202,0,-19,0,0,0,0,0,0
B6,SYR,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.24,0.30,0.30,83,75,-5,-13,0,0,0,0,0,0
B6,ROC,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.24,0.31,0.29,85,73,-5,-17,0,0,0,0,0,0
B6,RSW,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.36,0.36,161,162,-3,-2,0,0,0,0,0,0
B6,PBI,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.36,0.36,154,164,-1,9,0,0,0,0,0,0
B6,JFK,PBI,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.37,0.36,178,162,-6,-22,0,0,0,0,0,0
B6,TPA,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.35,0.35,151,153,-7,-5,0,0,0,0,0,0
B6,JFK,MCO,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.37,0.36,171,155,-3,-19,0,0,0,0,0,0
B6,JFK,TPA,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.38,0.38,181,186,-6,-1,0,0,0,0,0,0
B6,PSE,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.38,0.37,241,239,-3,-5,0,0,0,0,0,0
B6,MSY,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.24,0.41,0.40,168,160,-10,-18,0,0,0,0,0,0
B6,AUS,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.43,0.43,203,194,-1,-10,0,0,0,0,0,0
B6,BQN,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.37,0.38,232,246,1,15,14,0,1,0,0,0
B6,JAX,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.34,0.34,128,136,0,8,0,0,0,0,0,0
DL,JFK,ATL,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.36,0.35,163,139,5,-19,0,0,0,0,0,0
DL,BOS,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.31,0.30,80,76,-4,-8,0,0,0,0,0,0
B6,FLL,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.26,0.36,0.38,163,170,10,17,7,0,10,0,0,0
B6,SJU,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.27,0.38,0.42,242,274,27,59,32,0,27,0,0,0
MQ,RDU,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.32,0.32,95,103,-5,3,0,0,0,0,0,0
UA,JFK,SFO,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.41,0.41,404,400,0,-4,0,0,0,0,0,0
B6,BTV,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.31,0.30,88,84,-12,-16,0,0,0,0,0,0
B6,JFK,FLL,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.38,0.38,188,188,-2,-2,0,0,0,0,0,0
B6,MCO,JFK,0.25,1,,,,260,14,30.18,1021.9,-2.2,10,0.25,0.35,0.36,146,161,-5,10,0,0,0,0,0,0
B6,LAX,JFK,0.26,1,,,,260,14,30.18,1021.9,-2.2,10,0.26,0.60,0.59,314,293,10,-11,0,0,0,0,0,0
B6,JFK,SJU,0.26,1,,,,260,14,30.18,1021.9,-2.2,10,0.26,0.46,0.44,223,202,-2,-23,0,0,0,0,0,0
AA,BOS,JFK,0.26,1,,,,260,14,30.18,1021.9,-2.2,10,0.26,0.31,0.30,75,64,-2,-13,0,0,0,0,0,0
MQ,DCA,JFK,0.26,1,,,,260,14,30.18,1021.9,-2.2,10,0.37,0.30,0.42,63,60,164,161,0,46,115,0,0,0
US,JFK,PHX,0.27,1,,,,260,14,30.18,1021.9,-2.2,10,0.27,0.43,0.43,348,355,-2,5,0,0,0,0,0,0
B6,JFK,LAX,0.27,1,,,,260,14,30.18,1021.9,-2.2,10,0.27,0.41,0.41,377,384,-3,4,0,0,0,0,0,0
B6,JFK,RSW,0.27,1,,,,260,14,30.18,1021.9,-2.2,10,0.27,0.41,0.39,195,180,-2,-17,0,0,0,0,0,0
DL,SFO,JFK,0.27,1,,,,260,14,30.18,1021.9,-2.2,10,0.27,0.62,0.61,325,307,-2,-20,0,0,0,0,0,0
B6,JFK,MSY,0.27,1,,,,260,14,30.18,1021.9,-2.2,10,0.27,0.38,0.38,211,221,-8,2,0,0,0,0,0,0
AA,JFK,LAS,0.27,1,,,,260,14,30.18,1021.9,-2.2,10,0.29,0.39,0.42,350,374,21,45,24,0,21,0,0,0
B6,JFK,BOS,0.28,1,,,,260,14,30.18,1021.9,-2.2,10,0.28,0.33,0.32,71,66,-7,-12,0,0,0,0,0,0
DL,SAN,JFK,0.28,1,,,,260,14,30.18,1021.9,-2.2,10,0.28,0.62,0.60,314,286,-3,-31,0,0,0,0,0,0
B6,IAD,JFK,0.28,1,,,,260,14,30.18,1021.9,-2.2,10,0.28,0.33,0.33,73,80,-6,1,0,0,0,0,0,0
DL,LAX,JFK,0.28,1,,,,260,14,30.18,1021.9,-2.2,10,0.28,0.63,0.62,319,308,0,-11,0,0,0,0,0,0
AA,JFK,MIA,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.28,0.42,0.42,198,194,-3,-7,0,0,0,0,0,0
B6,SFO,JFK,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.64,0.63,322,316,-3,-9,0,0,0,0,0,0
B6,JFK,BUF,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.28,0.35,0.34,94,82,-10,-22,0,0,0,0,0,0
B6,JFK,SFO,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.45,0.43,404,380,0,-24,0,0,0,0,0,0
B6,JFK,PBI,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.42,0.40,183,164,-4,-23,0,0,0,0,0,0
VX,JFK,LAX,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.43,0.44,385,392,-5,2,0,0,0,0,0,0
AA,JFK,LAX,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.28,0.43,0.43,380,397,-11,6,0,0,0,0,0,0
AA,LAX,JFK,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.28,0.64,0.61,325,286,-10,-49,0,0,0,0,0,0
DL,PDX,JFK,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.63,0.61,313,288,-3,-28,0,0,0,0,0,0
DL,JFK,LAX,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.44,0.44,400,388,2,-10,0,0,0,0,0,0
DL,JFK,SJU,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.49,0.49,230,220,-1,-11,0,0,0,0,0,0
DL,JFK,SFO,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.45,0.43,403,386,0,-17,0,0,0,0,0,0
DL,LAS,JFK,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.61,0.59,285,256,-6,-35,0,0,0,0,0,0
AA,JFK,MCO,0.29,1,,,,280,12,30.18,1021.9,-1.7,10,0.37,0.42,0.50,185,185,117,117,0,0,117,0,0,0
VX,SFO,JFK,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.65,0.64,329,320,-3,-12,0,0,0,0,0,0
AA,MIA,JFK,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.41,0.41,168,165,-4,-7,0,0,0,0,0,0
DL,SEA,JFK,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.30,0.64,0.62,312,290,0,-22,0,0,0,0,0,0
B6,BUF,JFK,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.29,0.36,0.36,92,89,-3,-6,0,0,0,0,0,0
B6,MCO,JFK,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.30,0.40,0.40,147,153,-2,4,0,0,0,0,0,0
B6,JFK,SJU,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.30,0.50,0.48,233,202,-3,-34,0,0,0,0,0,0
AA,SEA,JFK,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.30,0.65,0.63,315,301,-5,-19,0,0,0,0,0,0
DL,PHX,JFK,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.35,0.58,0.63,275,272,74,71,0,0,0,0,71,0
B6,JFK,FLL,0.30,1,,,,280,12,30.18,1021.9,-1.7,10,0.30,0.44,0.42,199,173,-1,-27,0,0,0,0,0,0
AA,SFO,JFK,0.31,1,,,,280,12,30.18,1021.9,-1.7,10,0.30,0.67,0.66,340,332,-6,-14,0,0,0,0,0,0
B6,TPA,JFK,0.31,1,,,,280,12,30.18,1021.9,-1.7,10,0.31,0.42,0.42,151,161,-5,5,0,0,0,0,0,0
B6,JFK,MCO,0.31,1,,,,280,12,30.18,1021.9,-1.7,10,0.31,0.43,0.44,177,183,-4,2,0,0,0,0,0,0
VX,LAX,JFK,0.31,1,,,,280,12,30.18,1021.9,-1.7,10,0.31,0.66,0.63,320,284,-2,-38,0,0,0,0,0,0
AA,JFK,BOS,0.31,1,,,,280,12,30.18,1021.9,-1.7,10,0.32,0.36,0.36,70,65,4,-1,0,0,0,0,0,0
B6,FLL,JFK,0.31,1,,,,280,12,30.18,1021.9,-1.7,10,0.31,0.43,0.42,164,159,-1,-6,0,0,0,0,0,0
B6,JFK,RDU,0.32,1,,,,280,12,30.18,1021.9,-1.7,10,0.32,0.39,0.39,105,93,4,-8,0,0,0,0,0,0
B6,JFK,IAD,0.32,1,,,,280,12,30.18,1021.9,-1.7,10,0.32,0.37,0.36,78,65,-5,-18,0,0,0,0,0,0
B6,JFK,SRQ,0.32,1,,,,280,12,30.18,1021.9,-1.7,10,0.32,0.45,0.45,191,183,-2,-10,0,0,0,0,0,0
B6,JFK,CHS,0.32,1,,,,280,12,30.18,1021.9,-1.7,10,0.32,0.41,0.41,132,127,-7,-12,0,0,0,0,0,0
DL,TPA,JFK,0.32,1,,,,280,12,30.18,1021.9,-1.7,10,0.32,0.43,0.42,156,146,-5,-15,0,0,0,0,0,0
AA,SAN,JFK,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.68,0.66,320,281,15,-24,0,0,0,0,0,0
B6,JFK,SAV,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.43,0.41,139,124,-2,-17,0,0,0,0,0,0
DL,SJU,JFK,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.45,0.46,239,245,-3,3,0,0,0,0,0,0
VX,JFK,FLL,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.46,0.46,185,182,-4,-7,0,0,0,0,0,0
AA,JFK,SFO,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.49,0.52,400,453,-5,48,48,0,0,0,0,0
AA,JFK,ORD,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.41,0.41,175,176,1,2,0,0,0,0,0,0
AA,JFK,STT,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.54,0.52,235,220,-5,-20,0,0,0,0,0,0
B6,BOS,JFK,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.39,0.38,76,79,-5,-2,0,0,0,0,0,0
B6,JFK,JAX,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.44,0.43,158,147,-8,-19,0,0,0,0,0,0
B6,JFK,MCO,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.46,0.45,181,175,-1,-7,0,0,0,0,0,0
DL,JFK,TPA,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.47,0.45,191,173,-7,-25,0,0,0,0,0,0
DL,AUS,JFK,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.52,0.52,208,195,13,0,0,0,0,0,0,0
DL,JFK,MSP,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.36,0.43,0.45,203,195,35,27,0,0,27,0,0,0
DL,JFK,RSW,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.48,0.46,209,186,-4,-27,0,0,0,0,0,0
B6,JFK,CLT,0.33,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.42,0.42,128,120,-2,-10,0,0,0,0,0,0
DL,DTW,JFK,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.42,0.40,119,88,-5,-36,0,0,0,0,0,0
AA,LAS,JFK,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.67,0.65,295,272,-7,-30,0,0,0,0,0,0
DL,JFK,MIA,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.48,0.48,202,205,-2,1,0,0,0,0,0,0
UA,LAX,JFK,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.69,0.67,319,300,-5,-24,0,0,0,0,0,0
US,JFK,CLT,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.43,0.43,128,125,-2,-5,0,0,0,0,0,0
B6,JFK,LAX,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.48,0.48,380,387,-5,2,0,0,0,0,0,0
B6,LAX,JFK,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.69,0.68,316,298,-1,-19,0,0,0,0,0,0
DL,JFK,LAX,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.49,0.50,395,415,-7,13,0,0,0,0,0,0
DL,MIA,JFK,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.46,0.46,173,170,-2,-5,0,0,0,0,0,0
DL,JFK,PBI,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.33,0.47,0.46,188,184,-13,-17,0,0,0,0,0,0
DL,JFK,FLL,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.48,0.46,202,181,-8,-29,0,0,0,0,0,0
MQ,JFK,RDU,0.34,1,,,,260,12,30.19,1022.2,-1.7,10,0.34,0.42,0.41,103,99,-5,-9,0,0,0,0,0,0
B6,FLL,JFK,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.38,0.46,0.49,162,159,43,40,0,0,27,13,0,0
DL,MCO,JFK,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.35,0.45,0.44,152,137,-2,-17,0,0,0,0,0,0
B6,JFK,FLL,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.35,0.48,0.49,190,208,-1,17,17,0,0,0,0,0
B6,JFK,HOU,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.35,0.49,0.48,254,252,-7,-9,0,0,0,0,0,0
UA,JFK,LAX,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.35,0.50,0.50,387,388,-5,-4,0,0,0,0,0,0
AA,JFK,MIA,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.36,0.50,0.49,204,181,11,-12,0,0,0,0,0,0
B6,JFK,ORD,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.35,0.43,0.43,169,166,-2,-5,0,0,0,0,0,0
DL,SFO,JFK,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.41,0.70,0.76,325,322,86,83,0,0,83,0,0,0
DL,JFK,ATL,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.35,0.47,0.45,166,138,-5,-33,0,0,0,0,0,0
AA,JFK,SJU,0.35,1,,,,260,12,30.19,1022.2,-1.7,10,0.35,0.56,0.54,240,212,-6,-34,0,0,0,0,0,0
B6,JFK,TPA,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.36,0.49,0.48,187,180,1,-6,0,0,0,0,0,0
DL,JFK,STT,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.39,0.57,0.57,241,195,49,3,0,0,0,0,0,0
B6,IAD,JFK,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.35,0.41,0.40,72,69,-8,-11,0,0,0,0,0,0
B6,JFK,AUS,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.37,0.51,0.52,269,269,13,13,0,0,0,0,0,0
AA,EGE,JFK,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.36,0.63,0.61,260,234,-1,-27,0,0,0,0,0,0
B6,PBI,JFK,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.36,0.47,0.47,154,153,-5,-6,0,0,0,0,0,0
DL,JFK,HNL,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.37,0.65,0.65,718,711,1,-6,0,0,0,0,0,0
DL,SAT,JFK,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.37,0.56,0.55,222,197,8,-17,0,0,0,0,0,0
MQ,CMH,JFK,0.36,1,,,,260,12,30.19,1022.2,-1.7,10,0.36,0.43,0.42,100,88,-2,-14,0,0,0,0,0,0
UA,SFO,JFK,0.37,1,,,,260,12,30.19,1022.2,-1.7,10,0.37,0.73,0.71,336,314,-3,-25,0,0,0,0,0,0
AA,SFO,JFK,0.37,1,,,,260,12,30.19,1022.2,-1.7,10,0.50,0.73,0.86,340,341,193,194,1,0,193,0,0,0
AA,JFK,LAX,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.37,0.52,0.53,390,402,-5,7,0,0,0,0,0,0
AA,LAX,JFK,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.37,0.73,0.70,335,295,-4,-44,0,0,0,0,0,0
AA,JFK,DFW,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.51,0.51,250,247,2,-1,0,0,0,0,0,0
DL,JFK,SEA,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.39,0.52,0.52,386,364,25,3,0,0,0,0,0,0
DL,JFK,DTW,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.41,0.47,0.49,137,123,45,31,31,0,0,0,0,0
DL,JFK,MCO,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.41,0.51,0.53,193,166,52,25,0,0,25,0,0,0
MQ,JFK,DCA,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.39,0.43,0.44,78,63,27,12,0,0,0,0,0,0
B6,JFK,PBI,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.51,0.50,182,169,4,-9,0,0,0,0,0,0
DL,JFK,SJU,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.59,0.57,237,226,-10,-21,0,0,0,0,0,0
B6,BUF,JFK,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.44,0.43,82,79,-9,-12,0,0,0,0,0,0
DL,LAX,JFK,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.73,0.71,326,296,-3,-33,0,0,0,0,0,0
B6,JFK,SAN,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.52,0.52,374,376,-2,0,0,0,0,0,0,0
B6,JFK,BUF,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.44,0.44,87,80,-5,-12,0,0,0,0,0,0
B6,JFK,BTV,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.44,0.43,76,64,-4,-16,0,0,0,0,0,0
B6,JFK,RSW,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.39,0.52,0.52,195,189,7,1,0,0,0,0,0,0
B6,JFK,MCO,0.38,1,,,,270,10,30.19,1022.3,-0.6,10,0.40,0.51,0.53,180,176,29,25,0,0,25,0,0,0
VX,FLL,JFK,0.39,1,,,,270,10,30.19,1022.3,-0.6,10,0.38,0.50,0.50,160,165,-2,3,0,0,0,0,0,0
US,CLT,JFK,0.39,1,,,,270,10,30.19,1022.3,-0.6,10,0.40,0.46,0.47,102,95,17,10,0,0,0,0,0,0
VX,SFO,JFK,0.39,1,,,,270,10,30.19,1022.3,-0.6,10,0.43,0.75,0.78,339,329,56,46,0,0,46,0,0,0
B6,JFK,ROC,0.39,1,,,,270,10,30.19,1022.3,-0.6,10,0.39,0.45,0.44,84,78,0,-6,0,0,0,0,0,0
DL,JFK,SLC,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.41,0.54,0.55,331,329,20,18,0,0,18,0,0,0
DL,JFK,LAX,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.40,0.55,0.54,395,381,1,-13,0,0,0,0,0,0
HA,JFK,HNL,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.40,0.66,0.65,675,660,-2,-17,0,0,0,0,0,0
B6,MCO,JFK,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.40,0.50,0.50,142,146,-4,0,0,0,0,0,0,0
AA,BOS,JFK,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.40,0.45,0.44,75,69,-10,-16,0,0,0,0,0,0
B6,PBI,JFK,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.40,0.51,0.50,151,149,-5,-7,0,0,0,0,0,0
B6,MSY,JFK,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.40,0.56,0.56,164,161,1,-2,0,0,0,0,0,0
B6,JFK,LAX,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.41,0.54,0.54,379,372,4,-3,0,0,0,0,0,0
DL,SLC,JFK,0.40,1,,,,270,10,30.19,1022.3,-0.6,10,0.41,0.67,0.67,267,249,11,-7,0,0,0,0,0,0
B6,JFK,FLL,0.41,1,,,,270,10,30.19,1022.3,-0.6,10,0.43,0.54,0.55,186,181,23,18,0,0,18,0,0,0
DL,ATL,JFK,0.41,1,,,,270,10,30.19,1022.3,-0.6,10,0.41,0.50,0.49,128,122,-1,-7,0,0,0,0,0,0
B6,JFK,SYR,0.41,1,,,,270,15,30.21,1022.9,0.6,10,0.41,0.46,0.46,71,77,-7,-1,0,0,0,0,0,0
B6,JFK,SJU,0.41,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.61,0.62,227,231,7,11,0,0,0,0,0,0
B6,ORD,JFK,0.41,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.54,0.54,123,110,13,0,0,0,0,0,0,0
US,PHX,JFK,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.41,0.70,0.69,292,274,-1,-19,0,0,0,0,0,0
B6,JFK,LAS,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.41,0.53,0.54,351,361,-5,5,0,0,0,0,0,0
US,JFK,PHX,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.56,0.58,333,361,2,30,28,0,2,0,0,0
UA,JFK,SFO,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.57,0.57,398,398,-1,-1,0,0,0,0,0,0
AA,AUS,JFK,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.00,0.61,0.00,215,0,0,0,0,0,0,0,0,1
AA,JFK,LAX,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.56,0.56,380,389,-1,8,0,0,0,0,0,0
B6,FLL,JFK,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.53,0.52,162,153,-2,-11,0,0,0,0,0,0
B6,JFK,TPA,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.44,0.54,0.58,184,191,37,44,7,0,0,37,0,0
DL,JFK,SFO,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.56,0.56,392,390,-1,-3,0,0,0,0,0,0
B6,RDU,JFK,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.48,0.48,86,81,6,1,0,0,0,0,0,0
B6,LGB,JFK,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.77,0.75,317,298,-6,-25,0,0,0,0,0,0
AA,MIA,JFK,0.42,1,,,,270,15,30.21,1022.9,0.6,10,0.44,0.54,0.55,169,159,26,16,0,0,0,16,0,0
AA,LAS,JFK,0.43,1,,,,270,15,30.21,1022.9,0.6,10,0.46,0.76,0.77,300,277,42,19,0,0,1,18,0,0
AA,LAX,JFK,0.43,1,,,,270,15,30.21,1022.9,0.6,10,0.42,0.78,0.75,330,298,-8,-40,0,0,0,0,0,0
DL,JFK,LAS,0.43,1,,,,270,15,30.21,1022.9,0.6,10,0.43,0.55,0.54,351,344,-1,-8,0,0,0,0,0,0
US,JFK,CLT,0.43,1,,,,270,15,30.21,1022.9,0.6,10,0.43,0.51,0.51,120,117,-2,-5,0,0,0,0,0,0
B6,BOS,JFK,0.43,1,,,,270,15,30.21,1022.9,0.6,10,0.43,0.48,0.47,72,60,-4,-16,0,0,0,0,0,0
AA,DFW,JFK,0.43,1,,,,270,15,30.21,1022.9,0.6,10,0.45,0.61,0.62,200,187,16,3,0,0,0,0,0,0
MQ,RDU,JFK,0.43,1,,,,270,15,30.21,1022.9,0.6,10,0.43,0.50,0.49,90,80,-5,-15,0,0,0,0,0,0
B6,RSW,JFK,0.43,1,,,,270,15,30.21,1022.9,0.6,10,0.43,0.54,0.54,153,154,-6,-5,0,0,0,0,0,0
VX,JFK,SFO,0.44,1,,,,270,15,30.21,1022.9,0.6,10,0.43,0.58,0.59,390,408,-9,9,0,0,0,0,0,0
AA,JFK,SFO,0.44,1,,,,270,15,30.21,1022.9,0.6,10,0.43,0.59,0.58,395,388,-6,-13,0,0,0,0,0,0
B6,JFK,BOS,0.44,1,,,,270,15,30.21,1022.9,0.6,10,0.43,0.48,0.48,63,65,-5,-3,0,0,0,0,0,0
UA,LAX,JFK,0.44,1,,,,270,15,30.21,1022.9,0.6,10,0.46,0.78,0.79,318,291,29,2,0,0,0,0,0,0
B6,CHS,JFK,0.44,1,,,,270,15,30.21,1022.9,0.6,10,0.44,0.51,0.52,101,105,1,5,0,0,0,0,0,0
VX,LAX,JFK,0.44,1,,,,270,15,30.21,1022.9,0.6,10,0.46,0.80,0.80,325,312,21,8,0,0,0,0,0,0
DL,DEN,JFK,0.45,1,,,,270,15,30.21,1022.9,0.6,10,0.45,0.68,0.67,219,207,-3,-15,0,0,0,0,0,0
B6,CLT,JFK,0.45,1,,,,270,15,30.21,1022.9,0.6,10,0.44,0.52,0.51,103,95,-8,-16,0,0,0,0,0,0
